Sebep Kod,Sebep Açıklama,Zorunlu Alan,Sebep Nevi
275,5338 S.K. GÖRE İNTİBAKI (VEKİLLİK HİZMETİ DEĞ.) YAPILDI. 03.05.2005,Başlama Tarihi,5
276,AYLIKSIZ İZİNDE İKEN NAKLEN TAYİN GİDEN (KAMU İDARESİ İÇİ),Bitiş Tarihi,6
277,AYLIKSIZ İZİNDE İKEN NAKLEN TAYİN SONRASI BAŞLAMA (FİİLEN GÖREVE BAŞLAMAYAN)(KAMU İDARESİ İÇİ),Başlama Tarihi,5
278,657 S.K. 6111 DEĞ. 64. MD. GEREĞİ 8 YILDAN 1 KADEME İLERLEMESİ,Başlama Tarihi,5
279,657 S.K. 6111 DEĞ. 64. MD. SON FIK. GEREĞİ KADEME İLERLEMESİ İPTALİ,Başlama Tarihi,5
280,657 S.K. 6111 DEĞ. 37. MD. 8 YILDAN DERECE İLERLEMESİ,Başlama Tarihi,5
281,657 S.K. 57.MD. ADAYLIK SÜRE SONUNDA BAŞARISIZLIK NED. İLİŞİK KESME,Bitiş Tarihi,2
282,657 S.K. 6111 DEĞ. 68/B BENDİNE GÖRE ATANMA,Başlama Tarihi,5
283,657 S.K. 6111 DEĞ. 68. MD. C BENDİ GÖRE K.H.A. TERFİ,Başlama Tarihi,5
284,657 S.K. 6111 DEĞ. 68. MD. C BENDİ GÖRE E.K.E.A. TERFİ,Başlama Tarihi,5
285,657 S.K. 6111 DEĞ. 68. MD. C BENDİ GÖRE K.H.A. VE E.K.E.A. TERFİ,Başlama Tarihi,5
286,657 S.K. 6111 DEĞ. 77. MD.  GEREĞİ AYLIKSIZ İZİNE AYRILDI.,Bitiş Tarihi,2
287,657 S.K. 91.MD. GEREĞİ ATANMA,Başlama Tarihi,5
288,657 S.K. 6111 DEĞ. 91. MD. GEREĞİ ATAMA,Başlama Tarihi,5
289,657 S.K. 91. MD. GEREĞİ ÇEKİLMİŞ SAYILMA,Bitiş Tarihi,2
290,657 S.K. 6111 DEĞ. 108. MD. (A) FIK. AYLIKSIZ İZİN,Bitiş Tarihi,2
291,657 S.K. 6111 DEĞ. 108. MD. (B) FIK. AYLIKSIZ İZİN,Bitiş Tarihi,2
292,657 S.K. 6111 DEĞ. 108. MD. (C) FIK.AYLIKSIZ İZİN,Bitiş Tarihi,2
293,657 S.K. 6111 DEĞ. 108. MD. (D) FIK.AYLIKSIZ İZİN,Bitiş Tarihi,2
294,657 S.K. 6111 DEĞ. 108. MD. (E) FIK.AYLIKSIZ İZİN,Bitiş Tarihi,2
295,657 S.K. 6111 DEĞ. 108. MD. (F) FIK.AYLIKSIZ İZİN BİTİMİ ÇEKİLMİŞ SAYILMA,Bitiş Tarihi,2
296,657 S.K. 6111 DEĞ. 108. MD. (G) FIK. AYLIKSIZ İZİN,Bitiş Tarihi,2
297,"6 AYLIK DENEME SÜRESİNİ TAMAMLAMIŞ OLUP, CARİ YIL SONUNA KADAR SÖZLEŞMESİ UZATILMIŞTIR",Başlama Tarihi,5
298,6 AYLIK DENEME SÜRESİNİ TAMAMLADIĞINDAN DENEME SÜRESİYLE ASKERLİK HİZMETİ DEĞ. TERFİAN,Başlama Tarihi,5
299,657 S.K. 108. MD. 6. FIKRA AYLIKSIZ İZİNE AYRILDI (ASKERLİK NEDENİYLE),Bitiş Tarihi,2
300,ASKERLİK HİZMETİ İNTİBAKINDA DEĞERLENDİRİLDİ (657/84. MD.),Başlama Tarihi,5
301,EMEKLİLİK (ŞEHİT),Bitiş Tarihi,2
302,EMEKLİLİK (ASKERDE İKEN ŞEHİT),Bitiş Tarihi,2
303,GAİP,Bitiş Tarihi,2
304,657 S.K. GEÇ. 37. MD. UYARINCA SÖZLEŞMELİ İKEN KADROYA ATANDI. (632 S.K.H.K.),Başlama Tarihi,1
305,657 S.K. GEÇ. 37. MD. UYARINCA SÖZLEŞMELİ SÜRESİ İNTİBAKINDA DEĞERLENDİRİLDİ. (632 S.K.H.K.),Başlama Tarihi,5
306,657 S.K. GEÇ. 37. MD. SÖZ. İKEN KADROYA ATANDI. SÖZ. SÜRE İNTİBAKINDA DEĞERLENDİRİLDİ (632 S.K.H.K.),Başlama Tarihi,1
307,657 S.K. GEÇ. 37. MD. SÖZ. İKEN KADROYA ATANDI. SÖZ. SÜRE VE ASKERLİK HİZ. İNT. DEĞ. (632 S.K.H.K.),Başlama Tarihi,1
308,"657 S.K. GEÇ.37. MD. SÖZ. İKEN KADROYA ATANDI.SÖZ. SÜRE, ASK VE 5434 EK 18. İNT. DEĞ.(632 S.K.H.K.)",Başlama Tarihi,1
309,"657 S.K. GEÇ.37. MD. SÖZ. İKEN KADROYA ATANDI.SÖZ. SÜRE, 5434 EK 18. MD. İNT. DEĞ.(632 S.K.H.K.)",Başlama Tarihi,1
310,AÇIKTAN ATANMA (657 S.K. 93. MD. UYARINCA EMEKLİLİK DÖNÜŞÜ),Başlama Tarihi,1
311,İNTİBAK (MAHKEME KARARI GEREĞİ BULGARİSTANDA GEÇEN HİZMETLERİ DEĞ.),Başlama Tarihi,5
312,YERLEŞİM YERİNİN SINIRLARININ VE STATÜSÜNÜN DEĞİŞMESİ (AYRILIŞ),Bitiş Tarihi,6
313,YERLEŞİM YERİNİN SINIRLARININ VE STATÜSÜNÜN DEĞİŞMESİ (BAŞLAMA),Başlama Tarihi,5
314,YURTDIŞI GÖREVLENDİRME NEDENİYLE AYRILIŞ (AYLIKLI),Bitiş Tarihi,6
315,YURTDIŞI GÖREV DÖNÜŞÜ GÖREVE BAŞLAMA (ATANMA),Başlama Tarihi,5
316,652 S.K.H.K. GEREĞİ AYRILIŞ,Bitiş Tarihi,6
317,652 S.K.H.K. GEREĞİ BAŞLAMA,Başlama Tarihi,5
318,ATANMA (6191 S.K. GEREĞİ),Başlama Tarihi,1
319,318 S.K.H.K.,Başlama Tarihi,5
320,657 S.K. GEÇ. 37. MD. UYARINCA SÖZLEŞMELİ SÜRE VE ASKERLİK HİZ. İNT. DEĞ.(632 S.K.H.K.),Başlama Tarihi,5
321,"657 S.K. GEÇ. 37.MD.UYARINCA SÖZLEŞMELİ SÜRE, ASKERLİK VE 5434 EK 18. MD. İNT. DEĞ.(632 S.K.H.K.)",Başlama Tarihi,5
322,657 S.K. GEÇ. 37. MD. UYARINCA SÖZLEŞMELİ SÜRE VE 5434 EK 18. MD. İNT. DEĞ. (632 S.K.H.K.),Başlama Tarihi,5
323,657 S.K. 88. MD. GEREĞİ ATANMA (İKİNCİ GÖREV),Başlama Tarihi,5
324,ÜÇLÜ KARARNAME İLE ATANMA (AÇIKTAN),Başlama Tarihi,1
325,ÜÇLÜ KARARNAME İLE ATANMA (KURUMLAR ARASI),Başlama Tarihi,5
326,657 S.K. 59. MD. GÖRE ATANMA (AÇIKTAN),Başlama Tarihi,1
327,657 S.K. 59. MD. GÖRE ATANMA (GÖREVDE İKEN),Başlama Tarihi,5
328,657 S.K. 68. MD. B BENDİNE GÖRE ATANMA,Başlama Tarihi,5
329,657 S.K. 74. MD. GEREĞİ YER DEĞİŞTİRME SURETİYLE ATANMA,Başlama Tarihi,5
330,EMEKLİLİK (İŞTİRAKÇİ İKEN ÖLÜM),Bitiş Tarihi,2
331,EMEKLİLİK (AÇIKTA İKEN ÖLÜM),Bitiş Tarihi,2
332,VEKİL ÖĞRETMEN  OLARAK ATANMA (BOŞ KADRO)         ,Başlama Tarihi,1
333,VEKİL ÖĞRETMEN  OLARAK ATANMA (DOLU  KADRO)    ,Başlama Tarihi,1
334,VEKİL ÖĞRETMENLİK SÜRESİNİN SONA ERMESİ              ,Bitiş Tarihi,2
335,4359 S.K. GEÇ 7 MD. UYARINCA İNTİBAK,Başlama Tarihi,5
336,2954 SK. 50/G-2 MADDESİNE GÖRE,Başlama Tarihi,5
337,5345 S.K GEÇİCİ 3. VE 5. MD.,Başlama Tarihi,5
338,REORGANİZASYON,Başlama Tarihi,5
339,BAKANLIK ADININ DEĞİŞMESİ,Başlama Tarihi,5
340,KURUM ADININ DEĞİŞMESİ,Başlama Tarihi,5
341,BİRİM ADININ DEĞİŞMESİ,Başlama Tarihi,5
342,STATÜ DEĞİŞİKLİĞİ,Başlama Tarihi,5
343,TAHVİLEN TAYİN,Başlama Tarihi,5
344,TASHİH (İNTİBAK DÜZELTME),Başlama Tarihi,5
345,233 S.K.H.K. UYARINCA SÖZLEŞMELİ STATÜYE GEÇTİ (506 S.K. TABİ OLDU),Bitiş Tarihi,2
346,5434 S.K. GEÇ.191 MD. UYARINCA İLGİ DEVAMI SAĞLANDI,Başlama Tarihi,1
347,5434 S.K. GEÇ.191 MD. UYARINCA İLGİ DEVAMI SAĞLANDI. İNTİBAKI YAPILDI,Başlama Tarihi,1
348,399 S.K.H.K. GEÇ.1 MD. UYARINCA EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ,Başlama Tarihi,1
349,AÇIKTAN ATANMA (399 S.K.H.K. 12. MD. UYARINCA İLGİLENDİRİLDİ),Başlama Tarihi,1
350,399 S.K.H.K. GEÇ.1 MD. UYARINCA EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ İNTİBAKI YAPILDI,Başlama Tarihi,1
351,SÖZLEŞMELİ SİGORTALI SÜRESİ İNT. DEĞERLEND.( 233 S.K.H.K. TABİ KURUMDA GEÇEN ),Başlama Tarihi,5
352,FİRAR,Bitiş Tarihi,2
353,233 S.K.H.K. GÖRE,Başlama Tarihi,5
354,14 SAYILI KANUN GEREĞİ TERFİ,Başlama Tarihi,5
355,1475 SAYILI İŞ KANUNA TABİ GÖREVE GEÇİŞ,Bitiş Tarihi,2
356,190 S. KAD.USUL HAKKINDAKİ K.H.K. GER. KADRO DEĞİŞİKLİĞİ,Başlama Tarihi,5
357,2547 S.K. GEÇ. 59 MD. UYARINCA AYLIKSIZ İZİNLİ.,Bitiş Tarihi,2
358,657 S.K. 76. VE 161. MD. GEREĞİ ATANMA,Başlama Tarihi,5
359,657 S.K. 45 VE 76. MD. GEREĞİ ATANMA,Başlama Tarihi,5
360,657 S.K. DEĞ. 105. MD. GEREĞİ HASTALIK İZNİNE AYRILDI.,Bitiş Tarihi,6
361,657 S.K. 72. MADDE GEREĞİ,Başlama Tarihi,5
362,657 S.K. 76. VE 161/B MD. GEREĞİ ATANMA,Başlama Tarihi,5
363,ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA VE ASK. SÜRESİ İNTİBAKINDA DEĞER. MAHKEME KARARI UYGULANDI,Başlama Tarihi,1
364,ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA VE ASK. SÜRESİ İNTİBAKINDA DEĞER. 5289 S. K. UYA. 1 DERECE UYGULANDI,Başlama Tarihi,1
365,ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA VE ASK. SÜRESİ İNTİBAKINDA DEĞER. 2182 S. K. UYA. 1 DERECE UYGULANDI,Başlama Tarihi,1
366,ASKERLİK DÖNÜŞÜ GÖREVE BAŞLAMA VE ASK. SÜRESİ İNT. DEĞER. 458 S.K.H. K. UYA. 1 DER. UYGULANDI,Başlama Tarihi,1
367,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE HİZMET DEĞERLENDİRİLDİ,Başlama Tarihi,1
368,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE 2182 S. K. UYA. 1 DERECE UYGULANDI,Başlama Tarihi,1
369,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE 458 S.K.H.K. UYA. 1 DERECE UYGULANDI,Başlama Tarihi,1
370,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE 5289 S. K. UYA. 1 DERECE UYGULANDI,Başlama Tarihi,1
371,390 S.K.H.K İLE EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ,Başlama Tarihi,1
372,AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA VE 64. MADDE UYGULANDI.,Başlama Tarihi,1
373,657 S.K. 77. MD. GEREĞİ AYLIKSIZ İZİNE AYRILDI,Bitiş Tarihi,2
374,657 S.K. 77. MD. GEREĞİ AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,1
375,655 S.K.H.K. GEREĞİ ATANMA,Başlama Tarihi,5
376,AÇIKTAN ATANMA (5535 S.K. 2. MD./2547 GEÇ. 53. MD. GEREĞİ),Başlama Tarihi,1
377,ONAY DÜZELTİLMESİ YAPILDI,Başlama Tarihi,5
378,2004/8336 B.K.K. GÖRE ATANMA,Başlama Tarihi,5
379,2004/8336 B.K.K. GÖRE GÖREVLENDİRME,Başlama Tarihi,5
380,2006/10320 B.K.K. GÖRE KAMU İDARESİ İÇİ NAKİL,Bitiş Tarihi,6
381,99/50955 S.K. GÖREVLENDİRME,Başlama Tarihi,5
382,GEÇİCİ GÖREVLENDİRİLDİĞİ BİRİMDE GÖREVE BAŞLAMA,Başlama Tarihi,5
383,BAŞKA BİR GÖREVE ATANMAK ÜZERE GÖREVDEN ALINDI,Bitiş Tarihi,6
384,657 S.K. 79. MD. GEREĞİ AYLIKLI İZİNE AYRILDI,Bitiş Tarihi,6
385,657 S.K. EK 36. MD. GEREĞİ AYLIKLI İZİNE AYRILDI,Bitiş Tarihi,6
386,233 S.K.H.K. UYA. SÖZ. STATÜYE GEÇTİ 5434 SK GEÇ.191 MD. UYA. E.S. İLGİSİ DEVAM ETTİRİLDİ,Başlama Tarihi,5
387,SÖZLEŞME UZATIMI,Başlama Tarihi,5
388,SÖZLEŞME UZATIMI VE İNTİBAK (HİZMET DEĞERLENDİRİLDİ),Başlama Tarihi,5
389,SÖZLEŞME UZATIMI VE ASKERLİK İLE ADAYLIK HİZMETİ DEĞERLENDİRİLDİ,Başlama Tarihi,5
390,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (RAPOR SEBEBİYLE GÖREVE GEÇ BAŞLAMA),Başlama Tarihi,5
391,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (İZİN SEBEBİYLE GÖREVE GEÇ BAŞLAMA),Başlama Tarihi,5
392,NAKLEN TAYİN GELEN (KAMU İDARESİ İÇİ) (MÜCBİR SEBEP NEDENİYLE GÖREVE GEÇ BAŞLAMA),Başlama Tarihi,5
393,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (RAPOR SEBEBİYLE GÖREVE GEÇ BAŞLAMA),Başlama Tarihi,5
394,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (İZİN SEBEBİYLE GÖREVE GEÇ BAŞLAMA),Başlama Tarihi,5
395,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI) (MÜCBİR SEBEP NEDENİYLE GÖREVE GEÇ BAŞLAMA),Başlama Tarihi,5
396,NAKLEN TAYİN GİDEN (2547/35 MD.),Bitiş Tarihi,6
397,NAKLEN TAYİN GELEN (2547/35 MD.),Başlama Tarihi,5
398,NAKLEN TAYİN GİDEN (2547/35 MD. KADRO İADESİ),Bitiş Tarihi,6
399,NAKLEN TAYİN GELEN (2547/35 MD. KADRO İADESİ),Başlama Tarihi,5
400,644 S.K.H.K. 37. MD. GEREĞİ HİZMET SINIFI DEĞİŞİKLİĞİ,Başlama Tarihi,5
401,D CETVELİ,Başlama Tarihi,1
402,GÖZALTINA ALINDIĞINDAN,Bitiş Tarihi,6
403,GÖZALTI SÜRESİ BİTTİĞİNDEN GÖREVİNE BAŞLADI,Başlama Tarihi,5
404,HİZMET DEĞERLENDİRİLMESİ VE İNTİBAK,Başlama Tarihi,5
405,MAHKEME KARARI GEREĞİNCE KADEME DURDURMA CEZASININ İPTALİ,Başlama Tarihi,5
406,MAHKEME KARARI GEREĞİNCE OLUMSUZ SİCİL İPTALİ (KADEME TERFİ İPTALİ),Başlama Tarihi,5
407,YURTİÇİ EĞİTİM (TODAİE) (AYLIKLI İZİNLİ),Bitiş Tarihi,6
408,YURTİÇİ EĞİTİM (TODAİE) (AYLIKLI İZİNLİ) DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,5
409,657 S.K. 243/9 EK 64. MD. İPTALİ (SİCİL NOTU),Bitiş Tarihi,6
410,MAHKEME KARARI GEREĞİNCE UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
411,YEVMİYELİ KADRODAN SÖZLEŞMELİ KADROYA GEÇEREK EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ,Başlama Tarihi,1
412,TUTUKLULUK SONRASI GÖREVE İADE EDİLDİ,Başlama Tarihi,1
413,HAPİS SONRASI GÖREVE BAŞLAMA,Başlama Tarihi,1
414,399 S.K.H.K. 22. MD. GEREĞİ MAZERET (AYLIKSIZ) İZİNİNE AYRILDI,Bitiş Tarihi,2
415,399 S.K.H.K. 22. MD. GEREĞİ MAZERET (AYLIKSIZ) İZİN DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,1
416,EK GÖSTERGE DEĞİŞİKLİĞİ,Başlama Tarihi,5
417,AÇIKTAN ATANMA (İLK DEFA) 5510 TABİ OLMASI NED. 5434 S.K. 89. MD. GEREĞİ E.K.E.A. HİZMET DEĞ.,Başlama Tarihi,1
418,AÇIKTAN ATANMA (TEKRAR) 5510 TABİ OLMASI NED. 5434 S.K. 89. MD. GEREĞİ E.K.E.A. HİZMET DEĞ.,Başlama Tarihi,1
419,5434 S.K. EK 82. MD. GEREĞİ İKRAMİYE AÇISINDAN E.K.E.A. TERFİ (5510 S.K.),Başlama Tarihi,5
420,657 S.K. 71. MD. 3. FIKRASI UYARINCA BEKLETİLME,Başlama Tarihi,5
421,GREV NEDENİYLE AYRILIŞ,Bitiş Tarihi,2
422,GREV BİTİMİ GÖREVE BAŞLAMA,Başlama Tarihi,1
423,GREV SÜRESİ DÜŞÜLEREK TERFİ,Başlama Tarihi,5
424,4502 S.K. GEREĞİ YENİDEN YAPILANMA,Başlama Tarihi,5
425,4684 S.K. GEREĞİ (EMLAK BANK HALK BANKASINA DEVİR),Başlama Tarihi,5
426,4848 S.K. GEREĞİ BAKANLIKLARIN YENİDEN YAPILANDIRILMASI,Başlama Tarihi,5
427,5283 S.K. GEREĞİ SAĞLIK BİRİMLERİNİN SAĞLIK BAK. DEVRİ,Başlama Tarihi,5
428,5286 S.K. GEREĞİ BAKANLIKLARIN YENİDEN YAPILANDIRILMASI,Başlama Tarihi,5
429,5902 S.K. GEREĞİ SAVUNMA SEKRETERLİKLERİNİN DEVRİ,Başlama Tarihi,5
430,6253. S.K. GEREĞİ TBMM TEŞ. KAN. GEREĞİ AYLIKSIZ İZİNLİ İKEN KURUMDA GÖREVLİ AYRILIŞ,Bitiş Tarihi,6
431,6253. S.K. GEREĞİ TBMM TEŞ. KAN. GEREĞİ AYLIKSIZ İZİNLİ İKEN KURUMA BAŞLAYIŞ,Başlama Tarihi,5
432,6299 S. B.K.K. GEREĞİ (ÖZELLEŞTİRME KADRO DEĞİŞİKLİĞİ),Başlama Tarihi,5
433,4000 S.K. GEREĞİ YENİDEN YAPILANDIRILMASI( PTT-TÜRK TELEKOM),Başlama Tarihi,5
434,926 S.K. GEÇ. 32. MD.GEREĞİ YENİDEN ATANMA,Başlama Tarihi,1
435,MALİYE BAKANLIĞI 107 S. TEB.GER. (2182 S.K. YENİDEN UYGULANMASI),Başlama Tarihi,5
436,ÜCRET ARTIŞI,Başlama Tarihi,5
437,92/3067 S. B.K.K. GEREĞİ YENİDEN YAPILANDIRILMA ( TÖBANK-HALKBANKASINA DEVRİ),Başlama Tarihi,1
438,5747 S.K. GER. KAPATILAN BELEDİYELERDEN DEVİR GELEN PER. GÖREVE BAŞLAMA,Başlama Tarihi,5
439,AÇIKTAN ATAMA (2547 S.K. GEREĞİ),Başlama Tarihi,1
440,AÇIKTAN ATANMA (TEKRAR) (2547 S.K. GEREĞİ),Başlama Tarihi,1
441,UNVAN DEĞİŞİKLİĞİ (2547 S.K. GEREĞİ),Başlama Tarihi,5
442,AÇIKTAN ATANMA (1750 S.K. 22.MD. VE 1765 S.K. 2.MD. B FIKRASI GEREĞİ),Başlama Tarihi,1
443,AÇIKTAN ATANMA (TEKRAR) (1750 S.K.. 22.MD. VE 1765 S.K. 2.MD. B FIKRASI GEREĞİ),Başlama Tarihi,1
444,2914 S.K. GÖRE 01.01.1984 TARİHLİ İNTİBAK,Başlama Tarihi,5
445,UNVAN DEĞİŞİKLİĞİ (1750 S.K. 22.MD. VE 1765 S.K. 2.MD. B FIKRASI GEREĞİ),Başlama Tarihi,5
446,MAHKEME KARARI İLE VERİLEN DERECENİN GERİ ALINMASI,Başlama Tarihi,5
447,4046 S.K. 22. VE GEÇ.9. MD. UYARINCA ATANMA VE EMEKLİ SANDIĞI İLE İLGİLENDİRİLME,Başlama Tarihi,1
448,124 S.K.H.K. (İNTİBAK),Başlama Tarihi,5
449,KADRO DEĞİŞİKLİĞİ (78 S.K.H.K. GEREĞİ),Başlama Tarihi,5
450,5345 S.K. GEÇİCİ 3. MD. GEREĞİ DERECE TERFİ,Başlama Tarihi,5
451,TERFİ (E.K.E.A. KADEME İLERLEME) 2914/8. MD.,Başlama Tarihi,5
452,TERFİ (E.K.E.A. DERECE İLERLEME) 2914/7. MD.,Başlama Tarihi,5
453,TERFİ (K.H.A. KADEME İLERLEME) 2914/8. MD.,Başlama Tarihi,5
454,TERFİ (K.H.A. DERECE İLERLEME) 2914/7. MD.,Başlama Tarihi,5
455,TERFİ (ÖDEMEYE ESAS DERECE İLERLEME) 2914/7. MD.,Başlama Tarihi,5
456,TERFİ (ÖDEMEYE ESAS KADEME İLERLEME) 2914/8. MD.,Başlama Tarihi,5
457,TERFİ (GÖREV AYLIĞI KADEME İLERLEME) 2914/7. MD.,Başlama Tarihi,5
458,TERFİ (GÖREV AYLIĞI DERECE İLERLEME) 2914/8. MD,Başlama Tarihi,5
459,TERFİ (K.H.A. VE E.K.E.A.) 2914/7-8. MD.,Başlama Tarihi,5
460,TERFİ (K.H.A. VE GÖREV AYLIĞINDA) 2914/7-8. MD,Başlama Tarihi,5
461,TERFİ (K.H.A. VE GÖREV AYLIĞI VE E.K.E.A) 2914/7-8. MD,Başlama Tarihi,5
462,2914 S.K. 6. MD. GEREĞİ YÜKSEK LİSANS DEĞERLENDİRMESİ,Başlama Tarihi,5
463,2914 S.K. 6. MD. GEREĞİ DOKTORA DEĞERLENDİRMESİ,Başlama Tarihi,5
464,2914 S.K. 6. MD. GEREĞİ TIPTA UZMANLIK DEĞERLENDİRMESİ,Başlama Tarihi,5
465,2547 S.K. 39.MD. UYARINCA AYLIKSIZ İZİNE AYRILDI,Bitiş Tarihi,2
466,2547 S.K. 39.MD. UYARINCA AYLIKSIZ İZİN DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,1
467,BAŞARISIZ İLİŞİĞİ KESİLDİ (LİSANSÜSTÜ EĞİTİMDE),Bitiş Tarihi,2
468,İLİŞİĞİ KESİLDİ (YÜKSEK LİSANS EĞİTİMİNİ BAŞARILI TAMAMLADI),Bitiş Tarihi,2
469,İLİŞİĞİ KESİLDİ (DOKTORA EĞİTİMİNİ BAŞARILI TAMAMLADI),Bitiş Tarihi,2
470,İLİŞİĞİ KESİLDİ (UZMANLIK EĞİTİMİNİ BAŞARILI TAMAMLADI),Bitiş Tarihi,2
471,AÇIKTAN ATAMA (2547 S.KANUNA 6111 S.K. GEÇ.173 MD. EKLENEN GEÇ. 58. MAD GER.),Başlama Tarihi,1
472,NAKLEN TAYİN GELEN (KAMU İDARESİ DIŞI- 2547 S.K. GEÇİCİ 58. MD GEREĞİ),Başlama Tarihi,5
473,366 S.K.H.K. GEREĞİ,Başlama Tarihi,5
474,"AÇIKTAN ATANMA (657 S.K. 36/A-6-B, VE A-9 FIK. GEREĞİ)",Başlama Tarihi,1
475,AÇIKTAN ATANMA (657 S.K. 36/A-9 FIK. GEREĞİ),Başlama Tarihi,1
476,AÇIKTAN ATANMA (657 S.K. 36/A-6-B FIK. GEREĞİ),Başlama Tarihi,1
477,AÇIKTAN ATANMA (657 S.K. 36/A-1 VE 6-B FIK. GEREĞİ),Başlama Tarihi,1
478,AÇIKTAN ATANMA (657 S.K. 36/A-2 FIK. GEREĞİ),Başlama Tarihi,1
479,"AÇIKTAN ATANMA (657 S.K. 36/A-2, 6-B VE A-9 FIK. GEREĞİ)",Başlama Tarihi,1
480,AÇIKTAN ATANMA (657 S.K. 36/A-2 VE 6-B FIK. GEREĞİ),Başlama Tarihi,1
481,AÇIKTAN ATANMA (5434 S.K. EK 18. MD. GEREĞİ HİZMET DEĞERLENDİRİLDİ),Başlama Tarihi,1
482,"ASALET TASTİKİ VE ASKERLİK, ADAYLIK, İNTİBAK (HİZMET DEĞERLENDİRİLDİ)",Başlama Tarihi,5
483,"ASALET TASTİKİ VE ADAYLIK, İNTİBAK (HİZMET DEĞERLENDİRİLDİ)",Başlama Tarihi,5
484,AÇIKTAN ATANMA (657 S.K. 68. MD. B BENDİNE GÖRE),Başlama Tarihi,1
485,İNTİBAK İPTALİ,Başlama Tarihi,5
486,NAKLEN TAYİN GİDEN (491 S.K.H.K. GEREĞİ),Bitiş Tarihi,6
487,NAKLEN TAYİN GELEN (491 S.K.H.K. GEREĞİ),Başlama Tarihi,5
488,ATANMA ONAYININ İPTALİ,Bitiş Tarihi,2
489,12 S.K.H.K. GEREĞİ İNTİBAK,Başlama Tarihi,5
490,İSTİFA (ASKERLİK NEDENİYLE),Bitiş Tarihi,2
491,5289 S.K. DERECE TERFİ İPTALİ,Başlama Tarihi,5
492,657 S.K. EK 17. MD. GEREĞİ İNTİBAK (6111 S.K. İPTAL),Başlama Tarihi,5
493,657 S.K. 72. MD. GEREĞİ AYLIKLI İZİNE AYRILDI,Bitiş Tarihi,6
494,AYLIKLI İZİN DÖNÜŞÜ GÖREVE BAŞLAMA,Başlama Tarihi,5
495,657 S.K. 72. MD. GEREĞİ AYLIKSIZ İZİNE AYRILDI,Bitiş Tarihi,2
496,657 S.K. EK GEÇİCİ 2. MAD. GÖRE İNTİBAK 30.11.1970,Başlama Tarihi,5
497,657 S.K. 65. MD. GÖRE TERFİ İPTALİ,Başlama Tarihi,5
498,ASALET TASTİKİ VE ADAYLIK HİZ. DEĞ. VE ÖĞRENİM DEĞİŞİKLİĞİ,Başlama Tarihi,5
499,EMEKLİLİK (İSTİFA),Bitiş Tarihi,2
500,MAHKEME KARARI GEREĞİ SÖZLEŞMELİDEN KADROYA GEÇİŞ,Başlama Tarihi,1
501,UNVAN DEĞİŞİKLİĞİ (ÖĞRENİM DEĞİŞİKLİĞİ NEDENİYLE),Başlama Tarihi,5
502,AÇIKTAN ATANMA (SHÇEK GÖRE),Başlama Tarihi,1
503,3624 S.K. 13. MD. GEREĞİ EMEKLİ SANDIĞI İLE İLGİLENDİRİLDİ,Başlama Tarihi,1
504,BİRİM VE UNVAN DEĞİŞİKLİĞİ,Başlama Tarihi,5
505,BİRİM VE SINIF DEĞİŞİKLİĞİ,Başlama Tarihi,5
506,"BİRİM, SINIF VE UNVAN DEĞİŞİKLİĞİ",Başlama Tarihi,5
507,ATANMA (PROFESÖRLÜĞE 2547/26. MD. GEREĞİ GÖREVDE İKEN),Başlama Tarihi,5
508,ATANMA (DOÇENTLİĞE 2547/25 VE 2914/6. MD. GEREĞİ GÖREVDE İKEN),Başlama Tarihi,5
509,ATANMA (YARDIMCI DOÇENT 2547/23. MD. GEREĞİ GÖREVDE İKEN),Başlama Tarihi,5
510,ATANMA (ÖĞRETİM GÖREVLİSİ 2547/31. MD. GEREĞİ GÖREVDE İKEN),Başlama Tarihi,5
511,ATANMA (OKUTMAN 2547/32. MD. GEREĞİ GÖREVDE İKEN),Başlama Tarihi,5
